State,Year,MedianPrice
WI,2011,138411.14339303
WI,2012,133269.339563863
WI,2013,135279.287668186
WI,2014,140344.485676363
WI,2015,144999.179155614
WI,2016,150986.673076923
WI,2017,159323.501657459
WI,2018,169171.25914903
WI,2019,177937.470789242
WI,2020,186241.291556437
WI,2021,202664.624026512
WV,2000,62178.7441956882
WV,2001,66053.4961739831
WV,2002,68569.3945249597
WV,2003,70800.0499231951
WV,2004,73742.7718926554
WV,2005,79385.8763166837
WV,2006,83667.4331983806
WV,2007,85910.3327874222
WV,2008,87949.3616378126
WV,2009,85749.2493055556
WV,2010,83792.1937777778
WV,2011,82261.5575730735
WV,2012,81475.7373890452
WV,2013,81647.0365441487
WV,2014,83265.0427281845
WV,2015,84691.2345749761
WV,2016,85720.8485693051
WV,2017,85939.2232599119
WV,2018,88988.2060352054
WV,2019,86181.9893127706
WV,2020,87426.7370164282
WV,2021,91823.128341195
WY,2000,
WY,2001,
WY,2002,161748.43373494
WY,2003,167095.912698413
WY,2004,175879.03030303
WY,2005,193945.416666667
WY,2006,207583.484848485
WY,2007,217984.454545455
WY,2008,216070.484848485
WY,2009,235820.432708688
WY,2010,225764.483552632
WY,2011,221605.089159068
WY,2012,215285
WY,2013,219740.422498365
WY,2014,226201.765267176
WY,2015,235394.56163522
WY,2016,246736.98818408
WY,2017,248534.874541004
WY,2018,256445.925425719
WY,2019,269902.341435185
WY,2020,281034.689814815
WY,2021,295846.431019709
