zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,imageLink,daysOnZillow,isFeatured,shouldHighlight,brokerId,zestimate,rentZestimate,listing_sub_type,openHouse,isUnmappable,mediumImageLink,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,open_house_info,timeOnZillow,hiResImageLink,watchImageLink,tvImageLink,tvCollectionImageLink,tvHighResImageLink,desktopWebHdpImageLink,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,unit,lotAreaValue,lotAreaUnit,dateSold,videoCount,group_type,grouping_name,priceSuffix,providerListingID,newConstructionType,datePriceChanged,priceChange,priceReduction,isRentalWithBasePrice,comingSoonOnMarketDate
2121026752,0 Dolphine Ave,94018,El Granada,CA,37.513302,-122.463842,200000.0,,0.0,,LOT,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,499,False,False,0,,1998.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,200000.0,,1589350560000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,,10223.0,sqft,1622185200000.0,,,,,,,1619938800000.0,150000.0,,,
15570348,643 Main St,94019,Half Moon Bay,CA,37.461745,-122.429225,3900000.0,,,5090.0,MULTI_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,513,False,False,0,3900021.0,8862.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,3900000.0,,1588141800000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,1594336.0,,5998.0,sqft,1093590000000.0,,,,,,,,,,,
2112581774,0 Lewis Ave,94018,El Granada,CA,37.512217,-122.464903,89000.0,,,,LOT,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,785,False,False,0,,2549.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,89000.0,,1564627860000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,,5401.0,sqft,,,,,,,,1631343600000.0,-276000.0,"$276,000 (Sep 11)",,
2084042747,547 Myrtle St,94019,Half Moon Bay,CA,37.459515,-122.434177,390000.0,,,,LOT,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,836,False,False,0,,3200.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,390000.0,,1560217200000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,,3885.0,sqft,,,,,,,,,,,,
2084043163,495 Filbert St,94019,Half Moon Bay,CA,37.458228,-122.435164,390000.0,,,,LOT,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,837,False,False,0,,3200.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,390000.0,,1560216060000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,,3741.0,sqft,,,,,,,,,,,,
2085729604,775 3rd Ave,94019,Half Moon Bay,CA,37.458631,-122.434957,550000.0,,,,LOT,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,944,False,False,0,,3200.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,550000.0,,1550913120000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,,7248.0,sqft,,,,,,,,,,,,
24992049,27666 Havana Ave,94544,Hayward,CA,37.629789,-122.078062,699000.0,2.0,3.0,1000.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,636800.0,3099.0,True,Sat. 1-5pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,699000.0,,1632548299000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,112453.0,,5000.0,sqft,,,,,,,,,,,,
89033896,182 Carrick Cir,94542,Hayward,CA,37.656604,-122.014582,1348888.0,3.0,4.0,2818.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,1449700.0,4749.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,1348888.0,,1632535533000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,885803.0,,4944.0,sqft,1213081200000.0,,,,,,,,,,,
24890158,30909 Vanderbilt St,94544,Hayward,CA,37.621434,-122.036745,879000.0,2.0,4.0,1609.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,968900.0,3494.0,True,Sat. 2-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,879000.0,,1632533594000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,84521.0,,5000.0,sqft,1027580400000.0,,,,,,,1632466800000.0,-9888.0,"$9,888 (Sep 24)",,
94687934,2693 Highland Trail Ct,94541,Hayward,CA,37.667442,-122.0515,1350000.0,3.0,3.0,2880.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,1337400.0,5293.0,True,Sat. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,1350000.0,,1632533301000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,646320.0,,10499.0,sqft,1630566000000.0,,,,,,,,,,,
24970037,26258 Parkside Dr,94542,Hayward,CA,37.660673,-122.047868,649950.0,1.0,2.0,672.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,648200.0,2279.0,True,Sun. 2-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,649950.0,,1632531194000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,421913.0,,5360.0,sqft,1412751600000.0,,,,,,,,,,,
24991627,1463 Mantilla Ave,94544,Hayward,CA,37.631081,-122.080775,740000.0,2.0,3.0,1200.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,792800.0,3399.0,True,Sun. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,740000.0,,1632529101000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,148376.0,,5000.0,sqft,,,,,,,,,,,,
24987647,27453 Coronado Way,94545,Hayward,CA,37.630669,-122.089123,799000.0,2.0,3.0,1119.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,851701.0,3164.0,True,Sat. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,799000.0,,1632526020000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,99607.0,,5170.0,sqft,1623740400000.0,,,,,,,,,,,
24971491,22739 1st St,94541,Hayward,CA,37.672325,-122.079668,1038000.0,2.0,5.0,2280.0,MULTI_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,948000.0,2623.0,True,Sun. 12-2pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,1038000.0,,1632525790000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,776814.0,,2280.0,sqft,1619420400000.0,,,,,,,,,,,
24980876,734 Pinedale Ct,94544,Hayward,CA,37.664693,-122.080088,797888.0,2.0,4.0,1453.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,863400.0,3499.0,True,Sat. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,797888.0,,1632494888000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,636782.0,,4720.0,sqft,1533884400000.0,,,,,,,,,,,
24971018,1866 Sally Creek Cir,94541,Hayward,CA,37.673009,-122.06385,599950.0,3.0,2.0,1561.0,TOWNHOUSE,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,652900.0,2984.0,True,Sun. 1-3pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,599950.0,,1632473586000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,174053.0,,1540.0,sqft,1318489200000.0,,,,,,,,,,,
24972560,22202 Prospect St,94541,Hayward,CA,37.677333,-122.087674,799000.0,2.0,2.0,1382.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,897900.0,3239.0,True,Sat. 1-4:30pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,799000.0,,1632472987000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,511928.0,,4500.0,sqft,1366873200000.0,,,,,,,,,,,
24961081,18495 Boston Rd,94541,Hayward,CA,37.682043,-122.113218,679000.0,1.0,2.0,1060.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,689000.0,2499.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,679000.0,,1632472689000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,218958.0,,8100.0,sqft,1296460800000.0,,,,,,,,,,,
24969042,3170 Saddle Dr,94541,Hayward,CA,37.671425,-122.046198,818000.0,2.0,3.0,1488.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,933900.0,3499.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,818000.0,,1632472392000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,349137.0,,0.419880624426079,acres,,,,,,,,,,,,
24971928,1596 E St,94541,Hayward,CA,37.674439,-122.069621,1190000.0,2.0,3.0,2022.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,0,False,False,0,1031800.0,3740.0,True,Sat. 12-3pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,1190000.0,,1632469393000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,412327.0,,0.6230027548209366,acres,1306393200000.0,,,,,,,,,,,
24903132,27172 Columbia Way,94542,Hayward,CA,37.654099,-122.040134,988000.0,3.0,3.0,2247.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,1117300.0,3967.0,True,Sat. 1-3pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,988000.0,,1632446606000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,378983.0,,7409.0,sqft,1239778800000.0,,,,,,,,,,,
68030971,715 Heath Ct APT 388,94544,Hayward,CA,37.633949,-122.045107,549000.0,2.0,2.0,906.0,CONDO,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,547900.0,2341.0,True,Sat. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,549000.0,,1632443591000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,404642.0,Apt 388,8634.0,sqft,1461308400000.0,,,,,,,,,,,
24990733,1753 Egret Ct,94545,Hayward,CA,37.621097,-122.078345,849000.0,1.0,3.0,1064.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,815100.0,2963.0,True,Sun. 1:30-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,849000.0,,1632440899000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,503068.0,,5229.0,sqft,1467270000000.0,,,,,,,1632380400000.0,100000.0,,,
54621283,143 Poppywood Ct,94544,Hayward,CA,37.652587,-122.082381,1199000.0,3.0,4.0,1807.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,1309500.0,3599.0,True,Sat. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,1199000.0,,1632395596000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,604552.0,,6708.0,sqft,993798000000.0,,,,,,,,,,,
2068413802,21062 Gary Dr APT 107,94546,Castro Valley,CA,37.689162,-122.089806,569000.0,1.0,2.0,941.0,CONDO,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,,,True,Sat. 2-4:30pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,569000.0,,1632387197000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,Apt 107,,,,,,,,,,,,,,
24964433,22139 Castille Ln APT 64,94541,Hayward,CA,37.680973,-122.083656,598000.0,2.0,2.0,1202.0,CONDO,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,637444.0,2796.0,True,Sun. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,598000.0,,1632387060000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,461041.0,Apt 64,4.304981634527089,acres,1474959600000.0,,,,,,,,,,,
79537544,27511 E 12th St,94544,Hayward,CA,37.64174,-122.061163,699000.0,2.0,4.0,1504.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,791600.0,2799.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,699000.0,,1632378802000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,27221.0,,4986.0,sqft,1303801200000.0,,,,,,,,,,,
2068415822,25143 Del Mar Ave,94542,Hayward,CA,37.658658,-122.070884,725000.0,2.0,3.0,1094.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,,,True,Sat. 1:30-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,725000.0,,1632371887000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,,5900.0,sqft,,,,,,,,,,,,
24887433,28368 Rochelle Ave,94544,Hayward,CA,37.633575,-122.06116,649000.0,2.0,4.0,1260.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,1,False,False,0,743700.0,3128.0,True,Sat. 1-4pm,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,649000.0,,1632362292000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,69990.0,,5000.0,sqft,30873600000.0,,,,,,,,,,,
116150895,3059 Madsen St,94541,Hayward,CA,37.66363,-122.09158,775000.0,3.0,3.0,1446.0,CONDO,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,2,False,False,0,826700.0,3329.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,775000.0,,1632352390000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,700780.0,,,,1341298800000.0,,,,,,,,,,,
2068453934,325 Valle Vista Ave #107,94544,Hayward,CA,37.631751,-122.052736,319985.0,1.0,1.0,598.0,CONDO,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,2,False,False,0,,,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,319985.0,,1632344293000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,# 107,,,,,,,,,,,,,,
2099681120,29243 Whalebone Way,94544,Hayward,CA,37.62514,-122.0606,259000.0,2.0,2.0,1920.0,MANUFACTURED,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,2,False,False,0,882300.0,2114.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,259000.0,,1632320580000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,,,,,1455350400000.0,,,,,,,,,,,
24984706,864 Saint Bede Ln,94544,Hayward,CA,37.637238,-122.07794,749000.0,2.0,3.0,1148.0,SINGLE_FAMILY,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,2,False,False,0,823000.0,3099.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,749000.0,,1632303180000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,False,False,USD,USA,585091.0,,5000.0,sqft,1458802800000.0,,,,,,,,,,,
2068704338,"PLAN 2ALT Plan, The Hideaway",94544,Hayward,CA,37.63647,-122.0517,1130000.0,4.0,4.0,2022.0,TOWNHOUSE,FOR_SALE,https://www.zillowstatic.com/static/images/nophoto_p_g.png,2,False,False,0,,2322.0,True,,False,https://www.zillowstatic.com/static/images/nophoto_p_c.png,False,FOR_SALE,1130000.0,,1632298560000.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_h.png,True,True,False,USD,USA,,# 6BUKTB,,,,,BUILDER_COMMUNITY,The Hideaway,+,29307219,BUILDER_PLAN,,,,,
