zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price Square FeetPrice/sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools
64612020,20488 Stevens Creek Blvd APT 1401,95014,Cupertino,CA,37.322232,-122.031256,1688000.0,2,3,1578.0,CONDO,21,1744749.0,4200.0,2021-09-04 00:24:00.000000,1539792.0,1803.0,2018-03-14 07:00:00.000000,2003,1070.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,85,A,A-,C+,A+
69302837,19503 Stevens Creek Blvd SUITE 229,95014,Cupertino,CA,37.323347999999996,-122.012277,1288000.0,2,2,1087.0,CONDO,23,1331103.0,3270.0,2021-09-02 00:14:00.000000,1180000.0,1306.0,2019-10-25 07:00:00.000000,2006,1185.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,85,A,A-,C+,A+
19634705,21066 White Fir Ct,95014,Cupertino,CA,37.313192,-122.042561,888000.0,1,2,914.0,CONDO,24,913854.0,2666.0,2021-09-01 01:25:00.000000,272630.0,1548.0,,1971,972.0,Yes,Yes,No,0,Yes,0,No,No,0,85,A,A-,C+,A+
63065589,22581 Ricardo Rd,95014,Cupertino,CA,37.308737,-122.07003700000001,3577500.0,5,4,3152.0,SINGLE_FAMILY,30,3890600.0,7400.0,2021-08-25 05:03:00.000000,1968724.0,9927.0,2010-04-16 07:00:00.000000,2005,1135.0,Yes,Yes,Yes,1,Yes,0,No,No,0,85,A,A-,C+,A+
19640461,10200 Danube Dr,95014,Cupertino,CA,37.320268,-122.02624399999999,1098500.0,2,2,1154.0,CONDO,34,1150523.0,3346.0,2021-08-21 17:17:00.000000,752428.0,1200.0,2007-03-06 08:00:00.000000,1985,952.0,Yes,Yes,No,2,Yes,0,No,No,0,85,A,A-,C+,A+
19620040,20188 Northwest Sq,95014,Cupertino,CA,37.337361,-122.027749,1150888.0,2,2,1060.0,TOWNHOUSE,37,1214678.0,3200.0,2021-08-18 02:44:00.000000,799442.0,1315.0,2013-05-21 07:00:00.000000,1973,1086.0,Yes,Yes,Yes,1,Yes,0,No,No,0,85,A,A-,C+,A+
19633604,10943 Canyon Vista Dr,95014,Cupertino,CA,37.308867,-122.068371,2139000.0,2,2,2094.0,SINGLE_FAMILY,59,2006000.0,3705.0,2021-07-27 06:42:00.000000,1409181.0,3828.0,2021-08-24 07:00:00.000000,1978,1021.0,Yes,Yes,Yes,1,No,0,No,No,0,85,A,A-,C+,A+
19640450,10205 Danube Dr,95014,Cupertino,CA,37.320384000000004,-122.02654799999999,850000.0,1,1,884.0,CONDO,65,850003.0,2499.0,2021-07-21 02:57:00.000000,325017.0,1056.0,1999-04-05 07:00:00.000000,1985,962.0,Yes,Yes,No,1,Yes,0,No,No,0,85,A,A-,C+,A+
19644023,18731 Barnhart Ave,95014,Cupertino,CA,37.315560999999995,-121.99921200000001,3190000.0,5,6,3750.0,SINGLE_FAMILY,69,3366300.0,6739.0,2021-07-17 05:55:00.000000,731360.0,5823.0,2006-12-05 08:00:00.000000,1993,851.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,85,A,A-,C+,A+
61322769,19999 Stevens Creek Blvd UNIT 207,95014,Cupertino,CA,37.323834000000005,-122.022659,1165000.0,2,2,1192.0,CONDO,69,1178800.0,3494.0,2021-07-17 04:58:00.000000,956072.0,871.0,2014-10-23 07:00:00.000000,2003,977.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,85,A,A-,C+,A+
79841445,20500 Town Center Ln UNIT 268,95014,Cupertino,CA,37.318019,-122.031025,1250000.0,2,2,1230.0,CONDO,106,1258506.0,3494.0,2021-06-10 10:08:00.000000,829210.0,435.0,2007-03-27 07:00:00.000000,2006,1016.0,No,Yes,Yes,0,Yes,0,No,Yes,0,85,A,A-,C+,A+
64594745,20488 Stevens Creek Blvd APT 1119,95014,Cupertino,CA,37.322232,-122.031256,1198000.0,2,2,1177.0,CONDO,111,1208067.0,3494.0,2021-06-05 06:57:00.000000,1300000.0,401.0,2019-12-24 08:00:00.000000,2003,1018.0,No,Yes,Yes,0,Yes,0,No,No,0,85,A,A-,C+,A+
243211249,10111 N Foothill Blvd,95014,Cupertino,CA,37.323559,-122.069097,2700000.0,4,3,2670.0,SINGLE_FAMILY,164,2736818.0,7073.0,2021-04-13 02:12:00.000000,2495802.0,3859.0,2018-03-23 07:00:00.000000,2017,1011.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,85,A,A-,C+,A+
2132885048,11041 Stevens Canyon Rd,95014,Cupertino,CA,37.308406,-122.07224599999999,2499900.0,1,2,900.0,SINGLE_FAMILY,187,2556415.0,3499.0,2021-03-21 23:13:00.000000,514005.0,81709.0,,1940,2778.0,Yes,Yes,No,0,No,0,No,No,0,85,A,A-,C+,A+
15466232,508 90th St,94015,Daly City,CA,37.691311999999996,-122.475999,1150000.0,2,3,1030.0,SINGLE_FAMILY,0,1077900.0,3905.0,2021-09-25 08:03:00.000000,604200.0,5201.0,2004-01-02 08:00:00.000000,1946,1117.0,No,No,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15624717,1551 Southgate Ave APT 108,94015,Daly City,CA,37.676742,-122.47466100000001,498000.0,1,1,813.0,CONDO,0,526264.0,2100.0,2021-09-25 01:54:00.000000,187702.0,653.0,2012-08-16 07:00:00.000000,1974,613.0,No,Yes,No,1,No,0,No,No,0,68,B+,C,C-,F
2068392744,741 Pointe Pacific #4909,94014,Daly City,CA,37.700189,-122.453985,825000.0,2,2,1158.0,CONDO,0,825000.0,4500.0,2021-09-25 01:03:00.000000,514005.0,286533.7060621498,,1986,712.0,Yes,Yes,No,0,Yes,0,No,No,0,68,B+,C,C-,F
15473020,248 Verano Dr,94015,Daly City,CA,37.678337,-122.48103400000001,1050000.0,2,3,1270.0,SINGLE_FAMILY,0,1300600.0,4295.0,2021-09-25 00:48:23.000000,245929.0,3400.0,,1959,827.0,Yes,Yes,No,1,Yes,1,No,Yes,2,68,B+,C,C-,F
15463045,375 Frankfort St,94014,Daly City,CA,37.704319,-122.449436,958000.0,3,3,1240.0,SINGLE_FAMILY,0,1038900.0,3270.0,2021-09-25 00:43:00.000000,547246.0,3001.0,2021-01-08 08:00:00.000000,1963,773.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15604607,56 Alta Vista Way,94014,Daly City,CA,37.705073999999996,-122.43200300000001,1238000.0,3,4,1970.0,SINGLE_FAMILY,0,1591600.0,4885.0,2021-09-25 00:03:00.000000,1040872.0,8637.0,2018-12-03 08:00:00.000000,1964,628.0,Yes,Yes,No,1,No,0,No,No,0,68,B+,C,C-,F
15459430,116 Santa Barbara Ave,94014,Daly City,CA,37.707802,-122.46510500000001,799888.0,2,2,920.0,SINGLE_FAMILY,0,1131100.0,4235.0,2021-09-24 05:26:53.000000,682946.0,2601.0,2007-08-01 07:00:00.000000,1956,869.0,Yes,Yes,No,1,No,0,No,Yes,0,68,B+,C,C-,F
15456870,189 Westdale Ave,94015,Daly City,CA,37.706308,-122.482684,1099950.0,1,2,1222.0,SINGLE_FAMILY,0,1080400.0,3399.0,2021-09-24 04:48:00.000000,98213.0,3402.0,2021-08-18 07:00:00.000000,1949,900.0,Yes,Yes,No,1,No,0,No,No,0,68,B+,C,C-,F
15606580,216 Morton Dr,94015,Daly City,CA,37.656826,-122.46941799999999,938000.0,2,3,1170.0,SINGLE_FAMILY,0,1050100.0,3528.0,2021-09-24 03:11:00.000000,99950.0,3959.0,,1966,802.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
2076491706,391 Mandarin Dr APT 208,94015,Daly City,CA,37.665306,-122.463691,569000.0,2,2,817.0,CONDO,1,813800.0,2706.0,2021-09-23 14:27:16.000000,514005.0,1057907.0,2015-05-20 07:00:00.000000,1974,696.0,Yes,Yes,No,1,No,0,No,Yes,0,68,B+,C,C-,F
15471743,780 Skyline Dr,94015,Daly City,CA,37.672549,-122.489415,998000.0,2,3,1120.0,SINGLE_FAMILY,1,998000.0,4500.0,2021-09-23 14:13:49.000000,917204.0,3402.0,2018-07-20 07:00:00.000000,1958,891.0,No,No,No,2,No,0,No,No,0,68,B+,C,C-,F
2068415499,631 Pointe Pacific Dr #9,94014,Daly City,CA,37.699544,-122.45455600000001,875000.0,2,2,1158.0,CONDO,1,875000.0,4500.0,2021-09-23 05:05:59.000000,514005.0,126988.00000000001,,1986,756.0,No,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15461811,138 Crocker Ave,94014,Daly City,CA,37.705687,-122.458565,959000.0,3,3,1060.0,SINGLE_FAMILY,2,1134700.0,3770.0,2021-09-22 07:00:00.000000,372902.0,2500.0,1994-03-31 08:00:00.000000,1912,905.0,No,Yes,No,2,Yes,0,No,No,0,68,B+,C,C-,F
2068431042,609-611 Lisbon St,94014,Daly City,CA,37.688376,-122.458982,1298000.0,3,4,1120.0,MULTI_FAMILY,3,1298000.0,4500.0,2021-09-21 23:05:36.000000,514005.0,2500.0,,2021,863.2446680080483,Yes,Yes,No,2,Yes,0,No,Yes,2,68,B+,C,C-,F
15460697,108 School St,94014,Daly City,CA,37.693603,-122.466233,1798000.0,4,4,4230.0,MULTI_FAMILY,3,1918300.0,1916.0,2021-09-21 05:49:21.000000,482466.0,2575.0,,1961,425.0,No,No,No,1,Yes,0,No,No,3,68,B+,C,C-,F
15461695,33 Rice St,94014,Daly City,CA,37.707945,-122.457205,799950.0,1,2,1210.0,SINGLE_FAMILY,3,907900.0,3305.0,2021-09-21 02:09:38.000000,60316.0,2775.0,,1927,661.0,Yes,Yes,No,2,No,0,No,Yes,2,68,B+,C,C-,F
15625780,75 Hyde Ct APT 4,94015,Daly City,CA,37.652237,-122.452426,988000.0,3,2,1505.0,CONDO,4,1048517.0,3295.0,2021-09-20 23:03:00.000000,777870.0,696.0,2017-08-07 07:00:00.000000,1982,656.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15606709,15 Shipley Ave,94015,Daly City,CA,37.658174,-122.46900900000001,998000.0,1,3,1100.0,SINGLE_FAMILY,4,1126600.0,3522.0,2021-09-20 22:33:00.000000,86002.0,4033.0,1969-03-07 08:00:00.000000,1968,907.0,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
15457726,299 Northgate Ave,94015,Daly City,CA,37.702135999999996,-122.493196,995000.0,2,2,1380.0,SINGLE_FAMILY,6,1174400.0,3399.0,2021-09-18 10:59:50.000000,1225000.0,4300.0,,1953,721.0,Yes,No,No,2,Yes,1,No,No,1,68,B+,C,C-,F
15467980,37 Valley St,94014,Daly City,CA,37.688099,-122.464795,880000.0,3,3,1420.0,SINGLE_FAMILY,6,987400.0,3858.0,2021-09-18 10:11:00.000000,80543.0,2339.0,,1956,620.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15473115,1395 Southgate Ave,94015,Daly City,CA,37.676168,-122.47969199999999,1050000.0,3,4,1270.0,SINGLE_FAMILY,6,1235800.0,3706.0,2021-09-18 08:18:13.000000,383518.0,3276.0,1997-10-24 07:00:00.000000,1959,827.0,Yes,Yes,Yes,1,Yes,1,Yes,No,2,68,B+,C,C-,F
15472274,382 Higate Dr,94015,Daly City,CA,37.679307,-122.489597,1098000.0,2,3,1450.0,SINGLE_FAMILY,6,1273700.0,3963.0,2021-09-18 04:18:00.000000,84126.0,3828.0,,1958,757.0,Yes,Yes,No,1,No,0,No,No,0,68,B+,C,C-,F
15459721,71 Hillcrest Dr,94014,Daly City,CA,37.705944,-122.463307,848500.0,1,3,1160.0,SINGLE_FAMILY,7,963300.0,3353.0,2021-09-18 00:11:30.000000,566600.0,2500.0,2004-12-23 08:00:00.000000,1907,731.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15463790,404 Accacia St,94014,Daly City,CA,37.701531,-122.41758600000001,699000.0,1,2,600.0,SINGLE_FAMILY,7,758600.0,2314.0,2021-09-17 23:43:00.000000,368792.0,2500.0,2009-01-12 08:00:00.000000,1925,1165.0,No,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15625601,323 Green Ridge Dr APT 1,94014,Daly City,CA,37.700982,-122.458428,880000.0,2,2,1394.0,CONDO,7,959400.0,3380.0,2021-09-17 11:13:06.000000,555268.0,1394.0,2002-08-30 07:00:00.000000,1986,631.0,Yes,Yes,No,1,Yes,1,No,No,0,68,B+,C,C-,F
15460077,239 Woodrow St,94014,Daly City,CA,37.700268,-122.46665700000001,949000.0,2,2,1110.0,SINGLE_FAMILY,7,949000.0,4500.0,2021-09-17 07:09:35.000000,767400.0,3006.0,2021-05-26 07:00:00.000000,1909,855.0,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
15466220,1006 Washington St,94015,Daly City,CA,37.69207,-122.47742,998000.0,2,3,1170.0,SINGLE_FAMILY,7,1125400.0,3939.0,2021-09-17 04:32:00.000000,837032.0,5305.0,2005-03-15 08:00:00.000000,1947,853.0,Yes,Yes,Yes,1,Yes,0,No,No,0,68,B+,C,C-,F
15458812,570 Niantic Ave,94014,Daly City,CA,37.702237,-122.46972,998000.0,2,3,1790.0,SINGLE_FAMILY,8,1098800.0,4058.0,2021-09-17 00:59:16.000000,681042.0,1751.0,,1956,558.0,Yes,Yes,Yes,1,Yes,0,No,No,0,68,B+,C,C-,F
15466287,832 Washington St,94015,Daly City,CA,37.690548,-122.476518,1129000.0,2,3,1440.0,SINGLE_FAMILY,8,1320800.0,4028.0,2021-09-16 23:39:30.000000,685268.0,6327.0,2002-08-14 07:00:00.000000,1946,784.0,Yes,No,No,1,No,1,No,No,1,68,B+,C,C-,F
15462631,626 Templeton Ave,94014,Daly City,CA,37.704594,-122.45125300000001,869000.0,1,2,1350.0,SINGLE_FAMILY,8,1026800.0,3957.0,2021-09-16 07:03:15.000000,101952.0,5000.0,,1917,644.0,Yes,Yes,No,2,Yes,0,No,No,3,68,B+,C,C-,F
15467515,608 Larchmont Dr,94015,Daly City,CA,37.68742,-122.48246100000001,1480000.0,4,4,1840.0,SINGLE_FAMILY,8,1613800.0,4136.0,2021-09-16 05:04:00.000000,494870.0,5279.0,2013-04-03 07:00:00.000000,1997,804.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15608471,541 Gellert Blvd,94015,Daly City,CA,37.660234,-122.467726,1250000.0,2,4,1540.0,SINGLE_FAMILY,8,1220700.0,4200.0,2021-09-16 04:33:00.000000,920846.0,3301.0,2016-04-29 07:00:00.000000,1971,812.0,Yes,Yes,Yes,2,No,0,No,No,0,68,B+,C,C-,F
15470833,51 Carleton Ave,94015,Daly City,CA,37.682147,-122.486299,1199000.0,2,4,1280.0,SINGLE_FAMILY,9,1329500.0,4200.0,2021-09-15 14:19:52.000000,667544.0,3600.0,1995-01-26 08:00:00.000000,1958,937.0,Yes,Yes,No,1,Yes,1,No,Yes,1,68,B+,C,C-,F
2069560463,456-458 90th St,94015,Daly City,CA,37.691114,-122.47519299999999,1480000.0,2,3,3310.0,MULTI_FAMILY,9,1585478.0,2795.0,2021-09-15 05:14:00.000000,514005.0,2374.0,,1977,447.0,Yes,Yes,No,1,No,0,No,Yes,0,68,B+,C,C-,F
68564987,89 Goethe St APT 15,94014,Daly City,CA,37.708103,-122.458751,799000.0,2,2,1275.0,CONDO,14,799000.0,4500.0,2021-09-10 23:59:12.000000,756231.0,9988.0,2006-05-31 07:00:00.000000,2005,627.0,Yes,Yes,No,2,Yes,1,No,Yes,0,68,B+,C,C-,F
15459871,480 Santa Barbara Ave,94014,Daly City,CA,37.701679,-122.464478,899000.0,3,3,1620.0,SINGLE_FAMILY,14,1064300.0,4200.0,2021-09-10 22:58:00.000000,568122.0,3624.0,2011-05-26 07:00:00.000000,1948,555.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
2068550109,341 Innisfree Dr,94015,Daly City,CA,37.667019,-122.46986100000001,974900.0,3,3,1610.0,TOWNHOUSE,14,1037127.0,3999.0,2021-09-10 04:18:00.000000,514005.0,1642.0,,1979,606.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15467989,265 1st Ave,94014,Daly City,CA,37.688559000000005,-122.46387299999999,999888.0,2,2,1020.0,SINGLE_FAMILY,14,1137100.0,3185.0,2021-09-10 03:37:00.000000,293382.0,3001.0,1996-07-15 07:00:00.000000,1950,980.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
333862449,220 Sage St,94014,Daly City,CA,37.700590999999996,-122.414997,1798000.0,5,4,2914.0,SINGLE_FAMILY,14,1895156.0,6633.0,2021-09-10 02:18:00.000000,1537697.0,2570.0,2020-12-29 08:00:00.000000,2020,617.0,Yes,Yes,Yes,1,Yes,0,No,No,0,68,B+,C,C-,F
15622085,373 Half Moon Ln APT 312,94015,Daly City,CA,37.665161,-122.464289,529000.0,1,1,717.0,CONDO,15,552500.0,2166.0,2021-09-09 23:54:00.000000,500359.0,1057905.9999999998,2018-04-24 07:00:00.000000,1974,738.0,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
240240358,1001 Ocean View Ave,94014,Daly City,CA,37.702064,-122.459189,1485000.0,3,3,2304.0,SINGLE_FAMILY,20,1566700.0,5994.0,2021-09-04 07:23:00.000000,1520590.0,1646.0,2020-02-18 08:00:00.000000,2017,645.0,Yes,Yes,Yes,2,No,0,No,No,0,68,B+,C,C-,F
15462333,64 Peoria St,94014,Daly City,CA,37.705129,-122.45298500000001,1189000.0,3,4,1957.0,SINGLE_FAMILY,20,1189000.0,4359.0,2021-09-04 01:33:00.000000,138749.0,2374.0,,1912,608.0,Yes,Yes,No,1,Yes,0,No,No,0,68,B+,C,C-,F
15470801,1001 Southgate Ave,94015,Daly City,CA,37.682828,-122.486897,1150000.0,2,3,1160.0,SINGLE_FAMILY,21,1311300.0,3934.0,2021-09-03 09:29:27.000000,594836.0,3600.0,2008-08-13 07:00:00.000000,1958,991.0,Yes,Yes,No,0,Yes,0,No,Yes,1,68,B+,C,C-,F
15471659,96 Menlo Ave,94015,Daly City,CA,37.675059999999995,-122.490844,1188888.0,2,3,1180.0,SINGLE_FAMILY,21,1328700.0,3905.0,2021-09-03 07:44:00.000000,1040872.0,3598.0,2019-04-29 07:00:00.000000,1958,1008.0,Yes,Yes,No,1,No,0,No,No,0,68,B+,C,C-,F
15471756,75 Oceanside Dr,94015,Daly City,CA,37.672292999999996,-122.48966999999999,999000.0,2,3,1150.0,SINGLE_FAMILY,22,1123800.0,3869.0,2021-09-02 11:29:26.000000,565094.0,3402.0,2008-09-22 07:00:00.000000,1958,869.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,68,B+,C,C-,F
295378881,4001 Ocean View Ct UNIT A,94014,Daly City,CA,37.703625,-122.45952199999999,1285000.0,3,2,1747.0,CONDO,23,1358919.0,3243.0,2021-09-01 09:18:00.000000,1262950.0,1437.0,2019-08-30 07:00:00.000000,2017,736.0,No,Yes,Yes,1,No,0,No,No,0,68,B+,C,C-,F
15461566,447 Bonnie St,94014,Daly City,CA,37.695409999999995,-122.45660600000001,1299000.0,2,4,1770.0,SINGLE_FAMILY,28,1439500.0,4310.0,2021-08-27 23:58:05.000000,363748.0,2500.0,,1979,734.0,Yes,Yes,No,2,Yes,1,No,No,2,68,B+,C,C-,F
15462330,40 Peoria St,94014,Daly City,CA,37.705271999999994,-122.45268999999999,1398000.0,2,3,2662.0,MULTI_FAMILY,28,1481956.0,1794.0,2021-08-27 06:54:00.000000,1286640.0,2374.0,2016-08-08 07:00:00.000000,1912,525.0,Yes,Yes,No,2,Yes,0,No,No,0,68,B+,C,C-,F
15465740,744 Maddux Dr,94015,Daly City,CA,37.694271,-122.483042,1095000.0,1,3,1120.0,SINGLE_FAMILY,30,1242600.0,3499.0,2021-08-25 14:29:12.000000,550370.0,4992.0,2010-10-20 07:00:00.000000,1948,978.0,Yes,Yes,No,1,Yes,1,No,No,1,68,B+,C,C-,F
15607564,25 Penhurst Ave,94015,Daly City,CA,37.66243,-122.473285,1198000.0,2,3,1210.0,SINGLE_FAMILY,31,1311100.0,3528.0,2021-08-24 14:04:00.000000,499662.0,3994.0,2021-03-19 07:00:00.000000,1971,990.0,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
2068735544,395 Imperial Way #316,94015,Daly City,CA,37.665306,-122.463691,395000.0,1,0,483.0,CONDO,31,459300.0,1895.0,2021-08-24 02:08:00.000000,514005.0,286533.7060621498,,1974,818.0,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
15459275,344 Westlake Ave,94014,Daly City,CA,37.69968,-122.467469,1125000.0,2,3,1370.0,SINGLE_FAMILY,-1,1120600.0,3995.0,2021-10-04 15:42:02.611833,106631.0,2500.0,1976-10-12 07:00:00.000000,1937,821.0,No,No,No,2,No,0,No,No,0,68,B+,C,C-,F
15607540,27 Parkrose Ave,94015,Daly City,CA,37.66104,-122.471958,1098888.0,2,4,1480.0,SINGLE_FAMILY,51,1244700.0,4200.0,2021-08-04 02:49:45.000000,1062931.0,3630.0,2017-11-15 08:00:00.000000,1971,742.0,Yes,Yes,Yes,1,Yes,0,No,Yes,1,68,B+,C,C-,F
15624858,1551 Southgate Ave APT 302,94015,Daly City,CA,37.67673,-122.47470200000001,698000.0,2,2,1296.0,CONDO,56,735211.0,3234.0,2021-07-30 13:28:00.000000,547287.0,1219.0,2004-09-10 07:00:00.000000,1974,539.0,Yes,Yes,No,0,Yes,0,No,Yes,0,68,B+,C,C-,F
55007248,458 Accacia St,94014,Daly City,CA,37.700277,-122.41812,1795990.0,3,6,2160.0,SINGLE_FAMILY,57,1943500.0,5284.0,2021-07-29 07:00:00.000000,1010078.0,3800.0,2004-04-16 07:00:00.000000,2001,831.0,No,Yes,Yes,2,Yes,0,Yes,Yes,0,68,B+,C,C-,F
15607027,31 Wessix Ct,94015,Daly City,CA,37.652537,-122.46236499999999,1500000.0,3,4,1980.0,SINGLE_FAMILY,59,1666900.0,4528.0,2021-07-27 07:52:00.000000,193824.0,3598.0,,1968,758.0,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
15466401,67 Werner Ave,94014,Daly City,CA,37.692176,-122.46766000000001,1100000.0,2,3,1080.0,SINGLE_FAMILY,60,1230800.0,3664.0,2021-07-26 21:33:15.000000,910000.0,3369.0,2020-07-17 07:00:00.000000,1961,1019.0,Yes,Yes,Yes,1,Yes,1,No,Yes,2,68,B+,C,C-,F
2069448167,691 Pointe Pacific Dr #4701,94014,Daly City,CA,37.700201,-122.453943,882500.0,2,2,1394.0,CONDO,64,1031900.0,3475.0,2021-07-22 14:04:00.000000,514005.0,286533.7060621498,,1986,633.0,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
15467809,1679 Annie St,94015,Daly City,CA,37.686586,-122.475024,1250000.0,1,2,820.0,SINGLE_FAMILY,-1,1318800.0,3164.0,2021-10-04 15:42:02.611833,339908.0,3720.0,1989-12-11 08:00:00.000000,1941,1524.0,No,No,No,1,No,0,No,No,0,68,B+,C,C-,F
2069521070,21 Honeysuckle Ct,94014,Daly City,CA,37.687422999999995,-122.46361,1099888.0,3,3,1639.0,TOWNHOUSE,69,1145000.0,4132.0,2021-07-17 06:48:11.000000,514005.0,1245.0,,2017,671.0,Yes,Yes,No,2,Yes,0,No,Yes,0,68,B+,C,C-,F
15472793,187 Cerro Dr,94015,Daly City,CA,37.675859,-122.47531200000002,1199999.0,3,4,1666.0,SINGLE_FAMILY,72,1312800.0,4359.0,2021-07-14 10:18:14.000000,454362.0,4225.0,1999-08-31 07:00:00.000000,1961,720.0,Yes,Yes,No,1,Yes,1,No,Yes,3,68,B+,C,C-,F
2069648209,691-1 Pointe Pacific #4701,94014,Daly City,CA,37.701175,-122.457656,882500.0,2,2,1394.0,CONDO,77,918800.0,3380.0,2021-07-10 01:09:35.000000,514005.0,126988.00000000001,,1986,633.0,Yes,Yes,No,2,Yes,0,No,Yes,2,68,B+,C,C-,F
2069951230,190 Saint Michaels Ct,94015,Daly City,CA,37.68484,-122.480631,1075000.0,3,3,1450.0,SINGLE_FAMILY,91,1137249.0,3899.0,2021-06-26 01:17:00.000000,514005.0,1372.0,,1974,741.0,No,Yes,No,0,No,0,No,No,0,68,B+,C,C-,F
15459635,172 Hillcrest Dr,94014,Daly City,CA,37.706777,-122.46589099999998,690000.0,1,2,1120.0,SINGLE_FAMILY,91,759100.0,2228.0,2021-06-25 11:41:14.000000,86096.0,2500.0,,1907,863.2446680080483,Yes,Yes,No,1,Yes,0,No,Yes,0,68,B+,C,C-,F
15604585,107 Alta Vista Way,94014,Daly City,CA,37.704511,-122.434497,1129999.0,2,3,1450.0,SINGLE_FAMILY,92,1274400.0,3614.0,2021-06-24 02:20:30.000000,931742.0,3032.0,2017-04-06 07:00:00.000000,1973,779.0,No,Yes,No,2,Yes,1,No,No,0,68,B+,C,C-,F
15461618,115 Flournoy St,94014,Daly City,CA,37.707488,-122.460619,1170000.0,3,5,1470.0,SINGLE_FAMILY,161,1289200.0,4297.0,2021-04-16 14:19:18.000000,570474.0,2500.0,2001-10-03 07:00:00.000000,1919,796.0,No,No,No,1,No,1,No,No,3,68,B+,C,C-,F
15468548,638 Lisbon St,94014,Daly City,CA,37.687669,-122.458054,2000000.0,2,3,3040.0,SINGLE_FAMILY,232,2000000.0,5410.0,2021-02-04 14:30:23.000000,190411.0,6500.0,,1930,658.0,No,Yes,No,2,No,2,No,Yes,2,68,B+,C,C-,F
2075262663,640 Lisbon St,94014,Daly City,CA,37.687453000000005,-122.457773,3000000.0,2,4,3000.0,SINGLE_FAMILY,232,3000000.0,5881.0,2021-02-04 13:21:57.000000,514005.0,12000.999999999998,,2021,1000.0,Yes,Yes,No,2,Yes,1,No,Yes,2,68,B+,C,C-,F
18461403,460 Eagle Valley Way,94506,Danville,CA,37.812344,-121.904839,1650000.0,3,4,2782.0,SINGLE_FAMILY,0,1441300.0,5393.0,2021-09-25 04:48:10.000000,1037512.0,4708.0,2017-11-03 07:00:00.000000,1990,593.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,86,A+,A+,D,A+
18439530,1063 San Ramon Valley Blvd,94526,Danville,CA,37.804636,-121.991459,650000.0,3,2,1114.0,TOWNHOUSE,0,624200.0,2855.0,2021-09-25 00:53:14.000000,257273.0,1032.0,,1973,583.0,Yes,Yes,Yes,2,Yes,1,Yes,Yes,2,86,A+,A+,D,A+
18437468,222 Marigold St,94506,Danville,CA,37.7986,-121.899452,1450000.0,3,3,2023.0,SINGLE_FAMILY,0,1479600.0,4229.0,2021-09-24 23:53:10.000000,1094587.0,5489.0,2005-04-28 07:00:00.000000,1998,717.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,86,A+,A+,D,A+
18460831,214 Nottingham Pl,94506,Danville,CA,37.805818,-121.90989499999999,1998000.0,3,4,3488.0,SINGLE_FAMILY,0,2107100.0,6202.0,2021-09-24 23:38:09.000000,748943.0,20330.0,1995-09-15 07:00:00.000000,1993,573.0,Yes,Yes,Yes,3,Yes,3,Yes,No,2,86,A+,A+,D,A+
18460940,3515 Deer Crest Dr,94506,Danville,CA,37.80955,-121.881124,1995000.0,3,5,3552.0,SINGLE_FAMILY,0,1886400.0,6169.0,2021-09-24 23:28:08.000000,801697.0,7150.0,1987-12-04 08:00:00.000000,1988,562.0,Yes,Yes,Yes,3,Yes,3,No,No,2,86,A+,A+,D,A+
