Zpid,event,time,date,price,pricePerSquareFoot,priceChangeRate,source,buyerAgent,sellerAgent,showCountyLink,postingIsRental,attributeSource
18445839,Listed for sale,1525046400000,2018-04-30,389000,425,0.0,"Centermac Realty, Inc.",,,False,False,"{'infoString1': None, 'infoString2': 'Centermac Realty, Inc.', 'infoString3': None}"
18445839,Pending sale,1524960000000,2018-04-29,389000,425,0.0,"Centermac Realty, Inc.",,,False,False,"{'infoString1': None, 'infoString2': 'Centermac Realty, Inc.', 'infoString3': None}"
18445839,Listed for sale,1524614400000,2018-04-25,389000,425,0.3649122807017544,"Centermac Realty, Inc.",,,False,False,"{'infoString1': None, 'infoString2': 'Centermac Realty, Inc.', 'infoString3': None}"
18445839,Sold,1403136000000,2014-06-19,285000,311,0.05947955390334572,Public Record,,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISe0x5vy4b2hjc0000000000.jpg'}, 'profileUrl': '/profile/homefox1/', 'name': 'Glenn Mendell'}",False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18445839,Pending sale,1400457600000,2014-05-19,269000,294,0.0,FOX REAL ESTATE,,,False,False,"{'infoString1': None, 'infoString2': 'FOX REAL ESTATE', 'infoString3': None}"
18445839,Listed for sale,1400198400000,2014-05-16,269000,294,-0.056140350877192984,FOX REAL ESTATE,,,False,False,"{'infoString1': None, 'infoString2': 'FOX REAL ESTATE', 'infoString3': None}"
18445839,Sold,1084320000000,2004-05-12,285000,311,0.0,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18440862,Sold,1508371200000,2017-10-19,602000,520,0.022071307300509338,Public Record,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISu0k8eqfs5gam1000000000.jpg'}, 'profileUrl': '/profile/liz1140/', 'name': 'Liz Hansen'}","{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISp1q2do0eu5g40000000000.jpg'}, 'profileUrl': '/profile/Tac-Cacciola/', 'name': 'Tac Cacciola'}",False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18440862,Pending sale,1505260800000,2017-09-13,589000,509,0.0,BETTER HOMES/MANN & ASSC,,,False,False,"{'infoString1': None, 'infoString2': 'BETTER HOMES/MANN & ASSC', 'infoString3': None}"
18440862,Listed for sale,1505088000000,2017-09-11,589000,509,0.8012232415902141,BETTER HOMES/MANN & ASSC,,,False,False,"{'infoString1': None, 'infoString2': 'BETTER HOMES/MANN & ASSC', 'infoString3': None}"
18440862,Sold,1020384000000,2002-05-03,327000,282,1.2244897959183674,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18440862,Sold,798422400000,1995-04-21,147000,127,0.0,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18440607,Listed for sale,1631059200000,2021-09-08,1449000,800,0.26,bridgeMLS/CCAR/Bay East AOR,,,False,False,"{'infoString1': '40965773', 'infoString2': 'bridgeMLS/CCAR/Bay East AOR', 'infoString3': 'https://photos.zillowstatic.com/fp/542acdc3b2ca053db8ac9dea64ca1739-p_d.jpg'}"
18440607,Sold,1624924800000,2021-06-29,1150000,635,0.0,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18445937,Listed for sale,1631059200000,2021-09-08,499000,449,1.9880239520958083,bridgeMLS/CCAR/Bay East AOR,,,False,False,"{'infoString1': '40966099', 'infoString2': 'bridgeMLS/CCAR/Bay East AOR', 'infoString3': 'https://photos.zillowstatic.com/fp/542acdc3b2ca053db8ac9dea64ca1739-p_d.jpg'}"
18445937,Sold,1240790400000,2009-04-27,167000,150,-0.5926829268292683,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18445937,Sold,1128643200000,2005-10-07,410000,369,0.45390070921985815,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18445937,Sold,1064966400000,2003-10-01,282000,254,0.044444444444444446,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18445937,Sold,1048809600000,2003-03-28,270000,243,0.13924050632911392,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18445937,Sold,983750400000,2001-03-05,237000,213,0.9915966386554622,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18445937,Sold,757900800000,1994-01-07,119000,107,0.0,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
241642382,Listed for sale,1629849600000,2021-08-25,1679000,663,0.3661513425549227,bridgeMLS/CCAR/Bay East AOR,,,False,False,"{'infoString1': '40964532', 'infoString2': 'bridgeMLS/CCAR/Bay East AOR', 'infoString3': 'https://photos.zillowstatic.com/fp/542acdc3b2ca053db8ac9dea64ca1739-p_d.jpg'}"
241642382,Sold,1492041600000,2017-04-13,1229000,485,0.0,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18443910,Listed for sale,1630540800000,2021-09-02,859950,738,0.548064806480648,bridgeMLS/CCAR/Bay East AOR,,,False,False,"{'infoString1': '40965559', 'infoString2': 'bridgeMLS/CCAR/Bay East AOR', 'infoString3': 'https://photos.zillowstatic.com/fp/542acdc3b2ca053db8ac9dea64ca1739-p_d.jpg'}"
18443910,Sold,1474416000000,2016-09-21,555500,477,-0.07262103505843072,Public Record,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISug43gtikzi7e1000000000.jpg'}, 'profileUrl': '/profile/Will-Doerlich/', 'name': 'William Doerlich'}","{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISq1ehcgpl22zi0000000000.jpg'}, 'profileUrl': '/profile/donaldmagalhaes/', 'name': 'Don Magalhaes'}",False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18443910,Listing removed,1470787200000,2016-08-10,599000,514,0.0,Re/Max Accord,,,False,False,"{'infoString1': None, 'infoString2': 'Re/Max Accord', 'infoString3': None}"
18443910,Listed for sale,1465948800000,2016-06-15,599000,514,0.22244897959183674,Re/Max Accord,,,False,False,"{'infoString1': None, 'infoString2': 'Re/Max Accord', 'infoString3': None}"
18443910,Sold,1113177600000,2005-04-11,490000,421,1.45,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18443910,Sold,898819200000,1998-06-26,200000,172,0.0,Public Record,,,False,False,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
